date,solarAltitude,solarAzimuth,angleOfIncidence,cosineFactor,IAM
21.05.2024 00:00,-8.0848,341.8353,136.6697,-0.7274,0.0000
21.05.2024 00:15,-8.6124,345.3520,137.8393,-0.7413,0.0000
21.05.2024 00:30,-9.0258,348.8881,138.7115,-0.7514,0.0000
21.05.2024 00:45,-9.3261,352.4393,139.2704,-0.7578,0.0000
21.05.2024 01:00,-9.5117,356.0010,139.5032,-0.7604,0.0000
21.05.2024 01:15,-9.5817,359.5682,139.4040,-0.7593,0.0000
21.05.2024 01:30,-9.5356,3.1358,138.9755,-0.7544,0.0000
21.05.2024 01:45,-9.3737,6.6989,138.2277,-0.7458,0.0000
21.05.2024 02:00,-9.0969,10.2524,137.1774,-0.7335,0.0000
21.05.2024 02:15,-8.7066,13.7917,135.8461,-0.7175,0.0000
21.05.2024 02:30,-8.2048,17.3122,134.2586,-0.6979,0.0000
21.05.2024 02:45,-7.5730,20.8102,132.4210,-0.6746,0.0000
21.05.2024 03:00,-6.8139,24.2823,130.3594,-0.6476,0.0000
21.05.2024 03:15,-5.8952,27.7256,128.0666,-0.6166,0.0000
21.05.2024 03:30,-4.6268,31.1382,125.3954,-0.5792,0.0000
21.05.2024 03:45,-2.6488,34.5184,122.0549,-0.5307,0.0000
21.05.2024 04:00,-1.8212,37.8657,119.6855,-0.4952,0.0000
21.05.2024 04:15,-0.9933,41.1800,117.2759,-0.4583,0.0000
21.05.2024 04:30,-0.0075,44.4619,114.7010,-0.4179,0.0000
21.05.2024 04:45,1.1532,47.7127,111.9571,-0.3739,0.0000
21.05.2024 05:00,2.4567,50.9343,109.0799,-0.3269,0.0000
21.05.2024 05:15,3.8689,54.1293,106.1036,-0.2774,0.0000
21.05.2024 05:30,5.3664,57.3007,103.0520,-0.2258,0.0000
21.05.2024 05:45,6.9337,60.4522,99.9400,-0.1726,0.0000
21.05.2024 06:00,8.5603,63.5880,96.7781,-0.1180,0.0000
21.05.2024 06:15,10.2378,66.7125,93.5738,-0.0623,0.0000
21.05.2024 06:30,11.9592,69.8311,90.3328,-0.0058,0.0000
21.05.2024 06:45,13.7182,72.9491,87.0599,0.0513,0.2617
21.05.2024 07:00,15.5096,76.0728,83.7581,0.1087,0.4698
21.05.2024 07:15,17.3257,79.2085,80.4324,0.1662,0.6172
21.05.2024 07:30,19.1620,82.3632,77.0845,0.2235,0.7227
21.05.2024 07:45,21.0129,85.5444,73.7166,0.2804,0.7986
21.05.2024 08:00,22.8725,88.7600,70.3311,0.3366,0.8536
21.05.2024 08:15,24.7348,92.0184,66.9296,0.3919,0.8936
21.05.2024 08:30,26.5938,95.3284,63.5138,0.4460,0.9226
21.05.2024 08:45,28.4430,98.6996,60.0852,0.4987,0.9438
21.05.2024 09:00,30.2758,102.1418,56.6450,0.5498,0.9592
21.05.2024 09:15,32.0849,105.6653,53.1944,0.5991,0.9704
21.05.2024 09:30,33.8628,109.2808,49.7345,0.6463,0.9785
21.05.2024 09:45,35.6016,112.9993,46.2662,0.6913,0.9844
21.05.2024 10:00,37.2925,116.8315,42.7904,0.7338,0.9886
21.05.2024 10:15,38.9263,120.7884,39.3079,0.7738,0.9917
21.05.2024 10:30,40.4932,124.8800,35.8194,0.8109,0.9938
21.05.2024 10:45,41.9828,129.1155,32.3257,0.8450,0.9953
21.05.2024 11:00,43.3840,133.5025,28.8272,0.8761,0.9963
21.05.2024 11:15,44.6853,138.0463,25.3248,0.9039,0.9970
21.05.2024 11:30,45.8749,142.7488,21.8188,0.9284,0.9975
21.05.2024 11:45,46.9408,147.6085,18.3100,0.9494,0.9977
21.05.2024 12:00,47.8712,152.6187,14.7987,0.9668,0.9979
21.05.2024 12:15,48.6549,157.7678,11.2855,0.9807,0.9980
21.05.2024 12:30,49.2819,163.0382,7.7709,0.9908,0.9981
21.05.2024 12:45,49.7435,168.4070,4.2556,0.9972,0.9981
21.05.2024 13:00,50.0330,173.8460,0.7423,0.9999,0.9981
21.05.2024 13:15,50.1461,179.3235,2.7783,0.9988,0.9981
21.05.2024 13:30,50.0811,184.8057,6.2936,0.9940,0.9981
21.05.2024 13:45,49.8389,190.2581,9.8084,0.9854,0.9981
21.05.2024 14:00,49.4232,195.6485,13.3220,0.9731,0.9980
21.05.2024 14:15,48.8402,200.9475,16.8337,0.9571,0.9978
21.05.2024 14:30,48.0981,206.1307,20.3432,0.9376,0.9976
21.05.2024 14:45,47.2066,211.1793,23.8499,0.9146,0.9972
21.05.2024 15:00,46.1767,216.0799,27.3532,0.8882,0.9966
21.05.2024 15:15,45.0201,220.8247,30.8527,0.8585,0.9958
21.05.2024 15:30,43.7487,225.4107,34.3476,0.8256,0.9945
21.05.2024 15:45,42.3744,229.8392,37.8375,0.7898,0.9927
21.05.2024 16:00,40.9088,234.1147,41.3216,0.7510,0.9900
21.05.2024 16:15,39.3632,238.2440,44.7991,0.7096,0.9864
21.05.2024 16:30,37.7481,242.2362,48.2695,0.6656,0.9813
21.05.2024 16:45,36.0736,246.1010,51.7317,0.6193,0.9742
21.05.2024 17:00,34.3490,249.8491,55.1849,0.5709,0.9644
21.05.2024 17:15,32.5831,253.4915,58.6280,0.5206,0.9509
21.05.2024 17:30,30.7842,257.0391,62.0600,0.4685,0.9324
21.05.2024 17:45,28.9598,260.5026,65.4796,0.4150,0.9070
21.05.2024 18:00,27.1174,263.8924,68.8854,0.3602,0.8722
21.05.2024 18:15,25.2635,267.2185,72.2760,0.3044,0.8242
21.05.2024 18:30,23.4049,270.4905,75.6496,0.2479,0.7581
21.05.2024 18:45,21.5476,273.7174,79.0043,0.1907,0.6666
21.05.2024 19:00,19.6977,276.9078,82.3378,0.1333,0.5390
21.05.2024 19:15,17.8610,280.0696,85.6477,0.0759,0.3599
21.05.2024 19:30,16.0433,283.2104,88.9311,0.0187,0.1054
21.05.2024 19:45,14.2490,286.3373,92.1856,-0.0381,0.0000
21.05.2024 20:00,12.4856,289.4569,95.4059,-0.0942,0.0000
21.05.2024 20:15,10.7584,292.5753,98.5880,-0.1493,0.0000
21.05.2024 20:30,9.0736,295.6982,101.7265,-0.2032,0.0000
21.05.2024 20:45,7.4378,298.8309,104.8146,-0.2557,0.0000
21.05.2024 21:00,5.8588,301.9779,107.8440,-0.3064,0.0000
21.05.2024 21:15,4.3462,305.1436,110.8035,-0.3552,0.0000
21.05.2024 21:30,2.9135,308.3318,113.6776,-0.4016,0.0000
21.05.2024 21:45,1.5804,311.5456,116.4431,-0.4453,0.0000
21.05.2024 22:00,0.3769,314.7877,119.0662,-0.4858,0.0000
21.05.2024 22:15,-0.6618,318.0600,121.5049,-0.5226,0.0000
21.05.2024 22:30,-1.5286,321.3641,123.7391,-0.5554,0.0000
21.05.2024 22:45,-2.3069,324.7008,125.8291,-0.5854,0.0000
21.05.2024 23:00,-3.6517,328.0701,128.3681,-0.6207,0.0000
21.05.2024 23:15,-5.4304,331.4715,131.2387,-0.6592,0.0000
21.05.2024 23:30,-6.4228,334.9037,133.2794,-0.6856,0.0000
21.05.2024 23:45,-7.2191,338.3648,135.0130,-0.7073,0.0000
22.05.2024 00:00,-7.8795,341.8521,136.4726,-0.7250,0.0000
22.05.2024 00:15,-8.4131,345.3624,137.6442,-0.7390,0.0000
22.05.2024 00:30,-8.8263,348.8920,138.5135,-0.7491,0.0000
22.05.2024 00:45,-9.1267,352.4366,139.0711,-0.7555,0.0000
22.05.2024 01:00,-9.3125,355.9916,139.3042,-0.7582,0.0000
22.05.2024 01:15,-9.3830,359.5521,139.2072,-0.7571,0.0000
22.05.2024 01:30,-9.3376,3.1132,138.7825,-0.7522,0.0000
22.05.2024 01:45,-9.1766,6.6697,138.0400,-0.7436,0.0000
22.05.2024 02:00,-8.9009,10.2167,136.9962,-0.7313,0.0000
22.05.2024 02:15,-8.5119,13.7496,135.6725,-0.7154,0.0000
22.05.2024 02:30,-8.0060,17.2640,134.0879,-0.6958,0.0000
22.05.2024 02:45,-7.3724,20.7560,132.2557,-0.6724,0.0000
22.05.2024 03:00,-6.6077,24.2223,130.1960,-0.6454,0.0000
22.05.2024 03:15,-5.6689,27.6602,127.8921,-0.6142,0.0000
22.05.2024 03:30,-4.2468,31.0675,125.0913,-0.5749,0.0000
22.05.2024 03:45,-2.4872,34.4428,121.9497,-0.5292,0.0000
22.05.2024 04:00,-1.6976,37.7853,119.6190,-0.4942,0.0000
22.05.2024 04:15,-0.8611,41.0951,117.2074,-0.4572,0.0000
22.05.2024 04:30,0.1396,44.3728,114.6247,-0.4167,0.0000
22.05.2024 04:45,1.3111,47.6196,111.8767,-0.3726,0.0000
22.05.2024 05:00,2.6200,50.8375,108.9994,-0.3256,0.0000
22.05.2024 05:15,4.0342,54.0289,106.0258,-0.2761,0.0000
22.05.2024 05:30,5.5319,57.1970,102.9779,-0.2246,0.0000
22.05.2024 05:45,7.0986,60.3453,99.8702,-0.1714,0.0000
22.05.2024 06:00,8.7243,63.4780,96.7127,-0.1169,0.0000
22.05.2024 06:15,10.4007,66.5997,93.5127,-0.0613,0.0000
22.05.2024 06:30,12.1210,69.7156,90.2760,-0.0048,0.0000
22.05.2024 06:45,13.8789,72.8311,87.0072,0.0522,0.2657
22.05.2024 07:00,15.6694,75.9522,83.7094,0.1096,0.4724
22.05.2024 07:15,17.4846,79.0856,80.3875,0.1670,0.6189
22.05.2024 07:30,19.3203,82.2381,77.0432,0.2242,0.7238
22.05.2024 07:45,21.1707,85.4172,73.6789,0.2810,0.7994
22.05.2024 08:00,23.0301,88.6308,70.2967,0.3371,0.8541
22.05.2024 08:15,24.8924,91.8873,66.8985,0.3924,0.8939
22.05.2024 08:30,26.7517,95.1957,63.4859,0.4464,0.9228
22.05.2024 08:45,28.6014,98.5655,60.0604,0.4991,0.9439
22.05.2024 09:00,30.4349,102.0065,56.6232,0.5501,0.9593
22.05.2024 09:15,32.2450,105.5291,53.1755,0.5994,0.9705
